Title,Context
Ex-BNP Gilts Trader Sues Bank After Being Fired for Bullying,"A former BNP Paribas SA trader caught up in allegations of bullying sued the bank for unfair dismissal, saying he was pushed out after disclosing wrongdoing on the trading floor.Xavier Dehais, who worked as a U.K. sovereign bond trader until last year, said the bank painted an unfair picture of him as someone with whom it was impossible to work. Dehais, who worked for BNP for almost eight years, said in a statement at a London Court Tuesday that he disclosed at least five instances of unauthorized trades and inflated books.""In an effort to deflect from their own wrongdoing, they made specious allegations against me that I had harassed them and generally besmirched my character,"" Dehais told a London employment tribunal.Bankers routinely turn to specialist labor courts throughout Europe to rehabilitate tarnished reputations and recoup lost bonuses. Dehais said that the bank had notified the U.K. financial watchdog following his dismissal, effectively ending his career.""The employees involved in the various instances of whistle-blowing I made, who engaged in, and in likelihood are still engaging in, what I consider to be corporate malfeasance, are still employed,"" Dehais said.BNP said in a statement that Dehais¡¯ claims were investigated and ¡°no misconduct was identified.¡±¡°We have a robust whistle-blowing procedure which is also underlined in our code of conduct,¡± the Paris-based bank said.The former trader is seeking 700,000 pounds ($933,000) in the lawsuit. Whistle-blowing claims are key parts of U.K. employment cases because they allow workers to sue for more than the standard 84,000-pound limit in unfair dismissal claims.The main dispute centers on an incident with the European government bonds sales team. Dehais and a sales executive commenced rival grievance proceedings against each other, with Dehais saying that his rival manually inflated his credit on two deals by about 70,000 euros ($82,450). The executive, meanwhile, filed his own internal complaint, alleging bullying and harassment.""His letter explained that he refused to come back to the bank as long as it meant having to work with me,"" Dehais said in his witness statement.In an earlier exchange, Dehais told the sales executive ""he was going to make my life a misery,"" according to emails read out in court.Ceri Lawrence, the employee relations adviser who handled the grievance process, said the sales executive ""broke down in tears"" when describing his exchanges with Dehais.""Xavier¡¯s conduct towards him had resulted in him dreading attending work and had affected his sleep and his personal life,"" Lawrence told the court Wednesday.Dehais said that he had seen ¡°much worse¡± on the trading floor where people were ¡°breaking keyboards and mice.¡±¡°You have to take a lot of decisions very quickly with a lot of money. People are nervous,¡± he said. ¡°Some schoolyard discussion has been transformed into bullying and harassment.""Sheila Aly, Dehais¡¯ lawyer said the bank¡¯s disciplinary procedure was ""careless.""""The process was as fair as we could make it for him,"" Lawrence said.The bust up with the sales executive wasn¡¯t the first time Dehais¡¯ conduct led to an investigation. He said that he had been previously cleared by the bank of making an inappropriate gesture in front of a female graduate employee.BNP has faced a number of recent employment cases across Europe. Earlier this month, Paris employment courts required the bank to pay more than 350,000 euros to its former global head of FX arbitrage after the bank demoted him and 812,500 euros to the former head of structured finance in the bank¡¯s Geneva office in a separate case.""The treatment I have received throughout this matter only succeeds in proving that even in the current climate with demands for increased banking transparency and accountability, it is not safe to report any wrongdoing at BNP Paribas,"" Dehais said.(A previous version of this story was corrected to fix the last name of a witness for the bank.)"
China¡¯s Evolving Toolkit to Manage Monetary Policy,"China¡¯s monetary policy is in flux, as the central bank tries to weed out risky lending while ensuring money keeps flowing to the economy.To achieve those sometimes competing goals, the People¡¯s Bank of China is engaging a mix of liquidity tools and pricing signals, while keeping its historical benchmarks dormant. An added complication: managing the impact of the Federal Reserve¡¯s exit from years of ultra-loose policy and calibrating the speed at which it opens the financial system to outsiders.The bigger picture is the PBOC¡¯s transition from being China¡¯s only lender under Mao Zedong to something resembling the Federal Reserve or the European Central Bank -- a modern institution that sets the price of short-term money using interest rates to lend in financial markets. But for now, it¡¯s not clear what that lending benchmark will be.Yi Gang, who took over the reins of the PBOC this year, cautioned recently against a too-rapid pace of change -- suggesting that officials are still focused on tweaking their own framework. That means investors need to keep watch on a variety of fronts to discern policy direction. Here¡¯s a look at the main items in the PBOC¡¯s ever-evolving toolkit.While OMOs cover a variety of tools, it usually refers to the PBOC offering reverse-repurchase agreements in the open market. The contracts are short-term loans to banks and are the most common tool to smooth money-market rates. The 7-day operation, which steers the short-end of the money-market curve, may have potential to develop into China¡¯s new policy rate. Reverse repo operations are gaining prominence as the PBOC increases the frequency of operations and adds tenors.In a broader sense, open market operations also include tools with longer tenors such as central bank bills. Regardless of the tenors, the operations can result in either a net injection or withdrawal of cash from the financial system and hence have an immediate effect on the money market.The PBOC has typically tweaked the reverse repurchase rate to keep in line with the Fed -- though it didn¡¯t immediately do so this week following a 25 basis point hike in Washington.A measure of how much cash banks must deposit at the central bank, nominally as a prudential measure to ensure lenders can handle customer withdrawals. But in China, it¡¯s an important means to manage the money supply, especially with the nation¡¯s persistent current account surpluses.While this tool had been eclipsed by innovative methods such as the Medium-term Lending Facility in recent years, it looks to be returning to favor, with two cuts this year and more forecast. In contrast to many of the central bank¡¯s lending tools, a reserve-ratio cut is a nearly cost-free liquidity source for banks. RRR cuts ensure lenders have cash to dole out to borrowers as the move toward more market-oriented interest rates drives up deposit rates.The MLF started in 2014 and allows the central bank to provide funds with longer maturities, stabilizing market expectations with tenors ranging from three months to a year. As the funds come with higher interest rates compared with reverse repos, MLFs can ensure adequate funding without flooding the banking system. MLFs also help improve rates transmission in China where financial markets still lack depth, as they set borrowing costs at the longer end of the curve.After declining in April as banks used funds that were freed up by an RRR cut to repay 900 billion yuan ($141 billion) of loans, outstanding MLF rose again in June when the PBOC injected more than expected. While the central bank says that move was intended to help fund smaller businesses and the green economy, it might not remove the need for further RRR cuts, as more than 4 trillion yuan is still outstanding.The PBOC historically used benchmark lending and deposit rates to set the basic fundraising costs for banks, companies and individuals. These are the most powerful, but bluntest tools in the PBOC¡¯s arsenal, with impact across the entire economy when changed.The rates were last altered in October 2015 and the central bank is now allowing banks some leeway above or below the official rate, as part of its liberalization. According to Yi, the strategy is to gradually ""unify"" these rates with money market rates, which the central bank controls through other tools.The PBOC¡¯s balance sheet is different in many ways from those of its western peers. With about $5.6 trillion in assets, it¡¯s the world¡¯s biggest. It¡¯s mainly foreign currency assets, because the bank bought large amounts of foreign currency to keep the yuan stable in spite of the nation¡¯s huge trade surplus and capital inflows.As China¡¯s cross-border capital flows become more balanced, the size of this position in foreign exchange will stabilize. For now, that pile forms China¡¯s war chest to manage the currency, a task entrusted to the PBOC¡¯s subsidiary, the State Administration of Foreign Exchange, or SAFE.The FX hoard was deployed to support the currency when a mini devaluation in mid-2015 and fears over the nation¡¯s economic slowdown weakened the yuan.The PBOC is also trying to build an interest-rate corridor that could help reduce central bank intervention in the market, by setting upper and lower bounds. It hasn¡¯t been completely successful. Part of the reason is that the intended upper bound of the corridor - the Standing Lending Facility, or the Chinese version of U.S. Discount Window - is only available for larger lenders, and actually asking to access the loans is seen as frowned upon. There have been times that the 7-day repo rate, the short-term borrowing cost of financial institutions, surged beyond the SLF lending rate with the same maturity.The PBOC has created many tools similar to the MLF to offer funding to various banks in different scenarios.¡ª With assistance by Yinan Zhao, Miao Han, Jeff Kearns, and Malcolm Scott"
"As China Markets Plunge, Here's How Vital Signs Look Versus 2015","China¡¯s stocks are tumbling, the yuan is sinking, and a government-backed think tank is warning of a potential financial panic.Is this 2015 all over again?Given the dramatic moves in Chinese markets over the past week, it¡¯s only natural to draw comparisons to the equity crash and yuan devaluation that rattled investors worldwide three years ago. There are certainly some similarities between now and then, but there are also key differences -- including cheaper equity valuations and a less interventionist response by Chinese authorities.Below is a rundown of how today¡¯s environment stacks up against that of 2015.Chinese stocks have lost almost $2 trillion in five months. That¡¯s nothing to scoff at, but the pace of declines has yet to match the market¡¯s gut-wrenching selloff in 2015. That crash erased $3.2 trillion in its first three weeks, or almost $1 billion for each minute of trading. While the Shanghai Composite Index sank more than 8 percent in a single day in August 2015, its worst session in recent weeks was the 3.8 percent drop on June 19.The picture is similar for the yuan. The 2015 devaluation triggered a nearly 3 percent drop in just two days, shocking global investors who had grown used to a stable Chinese currency. The latest slump is comparable in magnitude, but the yuan has taken about two weeks to get there. The offshore currency was slightly weaker in Hong Kong early Thursday, after falling for 10 straight days.Before its 2015 crash, China¡¯s equity market was in the throes of a classic speculative bubble. The Shanghai Composite had a forward price-to-earnings ratio of 19, and hundreds of shares in the index traded for multiples that exceeded 100.The index is now valued at 10.5 times projected earnings, lower than at any time since the end of 2014. By some measures, it¡¯s the cheapest on record versus the S&P 500 Index.Hard landing or soft: the debate over whether Chinese policy makers can prevent a steep economic downturn has been raging for years. Growth was decelerating in 2015, but the central bank was very much in easing mode -- cutting interest rates and pumping gobs of money into the financial system.This time, authorities seem less willing to open the taps. While the central bank announced a cut to lenders¡¯ reserve requirements this week, policy makers are wary of backtracking on a high-profile clampdown on financial leverage. There¡¯s also the wild card of rising trade tensions: Donald Trump¡¯s threat to impose tariffs on another $200 billion of Chinese imports could cut as much as half a percentage point from the nation¡¯s economic growth, according to economists.International investors have largely shaken off this year¡¯s rout in Chinese stocks. But the yuan has definitely grabbed their attention. One sign of the spillover effect: an index of firms in developed markets that get the most sales from China, including Qualcomm Inc. and Rio Tinto, has dropped about 7 percent since the yuan¡¯s decline kicked into high gear in early June.Still, the global impact was far greater in 2015, when China¡¯s surprise devaluation sparked concern that other emerging-market countries would follow. The move triggered the first 10 percent correction in the MSCI All-Country World Index of global stocks since the peak of Europe¡¯s sovereign-debt crisis in 2011. The Bloomberg Commodity Index slumped 25 percent amid fears of sinking Chinese demand, its biggest annual decline since 2008.While China¡¯s government routinely intervened in foreign exchange and stock markets in 2015, authorities appear to be taking a less heavy-handed approach these days. Yes, they¡¯ve meddled around the edges -- publishing stronger-than-estimated reference rates for the yuan and asking brokerages to refrain from sudden liquidations of shares pledged as collateral for loans. But they¡¯ve so far avoided massive interventions of the sort that whipsawed traders a few years ago.¡°We know that China will want to avoid any similarities to 2015,¡± said Timothy Graf, a macro strategist at State Street Corp. in London. ¡°They¡¯re allowing markets to do their thing, having learnt that a heavy hand doesn¡¯t work.¡±Back in 2015, it was retail margin traders who had everyone worried about China¡¯s stock market, and for good reason. Outstanding margin loans on the Shanghai and Shenzhen exchanges topped $350 billion at their peak. When the bubble burst, losses snowballed as traders were forced to sell shares to meet margin calls.While margin debt has since shrunk by more than half, a new kind of leveraged investor has stepped into the fold. More than $770 billion of Chinese shares, or about 12 percent of the country¡¯s market capitalization, have been pledged as collateral for loans, according to data compiled by China Securities Co. and Bloomberg. The pledges, popular among company founders and other major shareholders in need of cash, have become a growing source of concern for analysts as stocks have tumbled in recent weeks.All told, leveraged purchases of shares have reached levels last seen in 2015, according to a study by China¡¯s National Institution for Finance & Development, a government-backed think tank.Three years ago, it looked like China might get caught in a never-ending spiral of capital outflows, a weakening yuan, and still more outflows. An estimated $1.7 trillion left the country in 2015 and 2016.This year, there are few signs of a repeat of that exodus. That¡¯s partly because China has tightened capital controls. But it also helps that Chinese home prices are still climbing in most big cities. Real estate makes up a large chunk of household wealth in China, and as long as values are rising there¡¯s less of an incentive to spirit money overseas. That said, the yuan has only recently started to weaken. The outflow picture could change quickly if losses continue."
"Hedge Funds Post Small Gain in May, Curbed by Turmoil in Europe","Hedge funds eked out a small gain in May as a strong showing by activist funds was offset by jitters in emerging markets.Funds rose 0.32 percent last month. While that was the second consecutive monthly gain, returns were less than half of April¡¯s increase of 0.78 percent, according to the Bloomberg Hedge Fund Database.For the first five months of the year, hedge funds were up 0.39 percent, trailing the 2 percent rise in the S&P 500 Index.Activist funds continued their winning streak in May, posting the biggest monthly gain among sub-strategies at 5.97 percent. That¡¯s on top of an increase of 2.86 percent in April as bets on technology companies continued to pay off.Emerging Markets were hit by higher volatility as political turmoil in Brazil, Italy and Turkey spooked investors.Some Macro funds saw riskier, cross-asset bets pay off, but overall the strategy had the second biggest decline in May, falling 0.31 percent.Only three of the seven tracked fund types had positive returns in May.May total returns were in the black but more negative returns stunted gainsSource: BloombergLong-Short sub-strategy funds gained 1.24 percent in May, underperforming the S&P 500 by 117 basis points.¡ª With assistance by Brian Pennisi"
Euro-Area Wages Pick Up Just in Time for ECB to Discuss QE End,"Falling unemployment in the euro area is finally feeding through to wages.Compensation per employee jumped 1.9 percent from a year ago in the first quarter of 2018, Eurostat data on Wednesday showed. What¡¯s more is that the pay gains are ¡°broad-based by country and sector,¡± according to JPMorgan economist Greg Fuzesi, who says it¡¯s not difficult to see why the European Central Bank is feeling better about the inflation outlook.Compensation per employee is rising across a number of euro-area countriesSource: Eurostat, J.P. MorganThe data come after ECB chief economist Peter Praet, a key architect of the central bank¡¯s policy, pointed to evidence last week that wages in the region are finally picking up. He signaled that officials will hold their first full talks on unwinding stimulus at this week¡¯s Governing Council meeting.Unemployment was at 8.6 percent at the end of March and has continued to fall since then. It climbed as high as 12.1 percent during the euro area¡¯s double-dip recession."
The Philippine Peso Needs a More Hawkish Central Bank,"The Philippine currency and bond markets will need a more hawkish tone from the central bank this week to stem their losing streak, as investors fret over whether policymakers are softening their fight on inflation.The peso is at a 12-year low against the dollar even after the May 10 rate increase as central bank officials appear to clash over the prospects of further tightening. Persistent weakness in the bond market, where yields are at seven-year highs, further signal skepticism about the effectiveness of last month¡¯s rate hike in slowing inflation.With May consumer prices rising 4.6 percent, the fastest pace since at least 2013, BSP¡¯s policy rate of 3.25 percent is deep in negative territory after adjusting for inflation. The rate appears too low for an economy that has expanded more than 6 percent each quarter since mid-2015.Such concerns are reflected in the bond market where investors are demanding higher compensation for the risks of shrinking real returns. The benchmark five-year bond yield soared to 5.93 percent on June 14, the highest since 2011.The Bangko Sentral ng Pilipinas will hold its rate meeting on June 20, a day earlier than previously scheduled. Signals from policymakers have been mixed.Governor Nestor Espenilla said he isn¡¯t closing the door on another rate hike in coming months and the BSP will examine ¡°all the potential drivers of future inflation¡± at the June meeting. But Deputy Governor Diwa Guinigundo is less hawkish, maintaining that the central bank doesn¡¯t use policy rates to arrest oil prices, and the May rate hike was sufficient to bring down inflation in 2019.Crude prices have stayed above $60 per barrel for most of the second quarter and economists are expecting inflation to exceed BSP¡¯s target range of 2 to 4 percent this year.While ING Groep NV and Nomura Holdings Inc. expect the BSP to tighten this week, Scotiabank predicts the central bank to keep rates on hold and the peso to fall toward 54 ahead of the policy meeting. The currency traded at 53.27 against the dollar Thursday before a public holiday the next day.Below are key Asian economic data and events due this week:"
Steel Price Surge Highlights Fears and Hopes on Trump's Tariffs,"Steel and aluminum tariffs imposed by the U.S. in March may already be filtering through to prices charged by American producers of the metals.The cost of steel mill products climbed 4.3 percent last month, the biggest increase since February 2011, a U.S. government report showed Wednesday.The report underscores concerns from metal buyers and economists that the tariffs could raise costs of goods ranging from cars to construction equipment. It also helps explain why American steelmakers¡¯ stocks have been rising. Double-digit-gains in shares of Irving, Texas-based Commercial Metals Co. and Steel Dynamics Inc. of Fort Wayne, Indiana, led an advance in the Bloomberg Americas Iron/Steel Index in May.A global gauge of iron and steel producers tracked by Bloomberg Intelligence fell last month, led by declines in Chinese companies.¡ª With assistance by Vince Golle"
"ECB Sees Domestic Demand Offsetting Stronger Euro, For Now","The European Central Bank says robust domestic demand has helped prevent a stronger currency from weighing on euro-area inflation -- so far.In a section of its economic bulletin published Wednesday, the ECB noted that exchange-rate movements can play an important role in shaping the outlook for inflation, albeit with considerable delays and differences based on the economic situation. The report comes after the euro strengthened as much as 10 percent against the dollar in the last year before weakening in recent weeks.The euro¡¯s past appreciation has been clearly visible in making consumer goods imported from outside the euro area cheaper, the ECB said. Prices of such goods declined 2 percent in April from a year ago. They make up more than a tenth of final non-energy and non-food goods consumption.While that¡¯s a drag on overall inflation, domestic producers seem to be offsetting the impact. They¡¯ve remained resilient to downward pressure due to rising labor compensation and higher capacity utilization giving companies more pricing power. Prices for non-energy industrial goods have also been stabilized by domestic forces, even though the ECB says these are most sensitive to movements in the exchange rate.That¡¯s good news for the central bank, which has struggled to stimulate low inflation for years and has only recently admitted that it¡¯s making substantial progress toward its goal. Still, it warns that effects from the exchange rate might still weigh on inflation in the near future.¡°Pass-through models suggest that the impacts are spread out over several quarters, so that the appreciation from mid-2017 might still be relevant for some quarters to come,¡± the ECB said in the report. ¡°Monitoring the impact of the past euro exchange rate appreciation on the inflation outlook is an ongoing exercise.¡±"
Walmart¡¯s Killing It in Central America,"Walmart Inc. has dialed back its global footprint this year -- retreating from Brazil and merging its U.K. business with a rival. But while the world¡¯s largest retailer is stepping away from some high-profile international markets, it¡¯s doubling down in a region that gets less attention -- Central America.Walmart¡¯s business in Guatemala, Honduras, El Salvador, Nicaragua and Costa Rica is a growing part of the retailer¡¯s publicly traded Mexican and Central American business, Wal-Mart de Mexico SAB, or Walmex. The region now accounts for almost one-fifth of Walmex¡¯s revenue, up from 14 percent in 2014.Over the same period the retailer has added more than 100 Central American stores, ranging from small bodegas to Supercenters, all of which tout the company¡¯s mantra of everyday low prices. While Mexico has been a bright spot for Walmart pretty much since Sam Walton opened a location there in 1991, Central America represents a more fertile area for growth, analysts say.Walmex has added more than 100 stores in Central America in recent yearsSource: Company filings¡°Mexico has almost always been much more profitable than the other parts of Walmart,¡± Dave Marcotte, an analyst at Kantar Retail, said. ¡°They have best-in-class concepts and processes in place in Mexico to roll out into Central America.¡±Walmart is pulling back from markets where it hasn¡¯t been able to grow, such as Brazil, in order to refocus on big bets such as India and China. While the company¡¯s operations in Central America contribute only a small amount to revenue, they fit the model of doubling down on higher growth regions.Central America has increasingly helped fuel Walmex¡¯s earnings before interest, taxes, depreciation and amortization while the parent Walmart has seen declines due to the massive investments the retailer is undertaking to grow its U.S. e-commerce business and fend off Amazon.com Inc.But the path to expand online sales -- largely virgin territory in Central America -- is clear for Walmart, since Amazon is only just arriving and Latin American e-commerce firms MercadoLibre Inc. and B2W Companhia Digital are mostly focused on South America.Walmart may get a further boost if Central American economies expand as expected: The International Monetary Fund forecasts growth of 3.9 percent this year and 4 percent in 2019. That¡¯s more than twice the pace of South America¡¯s growth.The retailer¡¯s sales in Central America more than doubled to 107.4 billion pesos ($5.2 billion) in 2017 from 49.7 billion pesos in 2011. That outpaces the 41 percent growth over the same period for Walmart¡¯s Mexico business and growth of 19 percent in the U.S.¡ª With assistance by Javon Thompson, Brandon Kochkodin, and Jeffrey Hernandez"
China Think Tank Warns of Potential ¡®Financial Panic¡¯ in Leaked Note,"A leaked report from a Chinese government-backed think tank has warned of a potential ¡°financial panic¡± in the world¡¯s second-largest economy, a sign that some members of the nation¡¯s policy elite are growing concerned as market turbulence and trade tensions increase.Bond defaults, liquidity shortages and the recent plunge in financial markets pose particular dangers at a time of rising U.S. interest rates and a trade spat with Washington, according to a study by the National Institution for Finance & Development that was seen by Bloomberg News and confirmed by a NIFD official. The think tank warned that leveraged purchases of shares have reached levels last seen in 2015 -- when a market crash erased $5 trillion of value.""We think China is currently very likely to see a financial panic,¡± NIFD said in the study, which appeared briefly on the Internet on Monday, before being removed. ¡°Preventing its occurrence and spread should be the top priority for our financial and macroeconomic regulators over the next few years.¡±The study provides another indicator that China is growing concerned about the knock-on effects of trade tensions with the U.S. In recent weeks, prominent academics have begun to question if the country¡¯s slowing, trade-dependent economy can withstand a sustained dispute, which has already started to weigh on stock prices and the yuan.China should stand ready to roll out a mix of fiscal and financial-sector measures in the event of a systemic crisis, according to NIFD, which was established in 2005 as a national-level think tank backed by the Chinese Academy of Social Sciences. Authorities should also be willing to step in with full financial support if a major default roils markets, rather than taking piecemeal steps, NIFD said.Read more: China to Limit Developers¡¯ Use of Foreign Bond Sale ProceedsChinese stocks entered a bear market this week, with the benchmark Shanghai Composite Index falling more than 20 percent from its January high, while the yuan has slumped more than 3 percent in the past two weeks. The currency dropped to the lowest level since December on Wednesday.NIFD said China had failed to address the issue of leveraged stock purchases, a major contributor to the market collapse three years ago. Such wagers have reached about 5 trillion yuan ($760 billion), a similar level to 2015, according to the NIFD report.""We failed to clean up the leveraged funds after the 2015 market rout; they have staged a comeback in a new guise,"" NIFD said.Read more about the danger of forced stock sales in ChinaThe think tank said China¡¯s State Council should be ready to implement any market support measures in coordination with the central bank and other regulators, key government ministries, and the police.An official at the NIFD confirmed the report and said it is being used for the institute¡¯s internal discussions.¡ª With assistance by Jun Luo, Miao Han, and Tian Chen"
Senators Seek Probe of SEC Member Who Assailed Citi's Gun Stance,"Six Senate Democrats are asking the Securities and Exchange Commission¡¯s internal watchdog to investigate a Republican commissioner who berated Citigroup Inc. executives in a private meeting over the bank¡¯s decision to curtail some of the business it does with companies that sell guns.Michael PiwowarCommissioner Michael Piwowar may have acted inappropriately during the April 24 meeting with several bank employees that was supposed to be about derivatives rules, the lawmakers said in a letter to the SEC¡¯s inspector general. They cited a Bloomberg Businessweek story that reported Piwowar railed against the firearms policy and suggested that the bank would have difficulty finding support for its regulatory rollback requests at the Republican-led commission.¡°We do have concerns that Commissioner Piwowar may have abused his government position in an attempt to unduly influence Citigroup to reverse a business decision that conflicts with his personal and political views,¡± the senators said in the letter they are sending to SEC Inspector General Carl Hoecker on Wednesday.Read More: Citigroup¡¯s Scolding at SEC Exposes GOP Backlash Over Gun PolicyThe lawmakers¡¯ request comes after Senator Chris Van Hollen, a Maryland Democrat, asked SEC Chairman Jay Clayton about Piwowar¡¯s comments at an appropriations subcommittee hearing earlier this month.Van Hollen, who oversees the SEC as a member of the Senate Banking Committee, noted that ¡°regulatory bodies should not be using their authority to try to assert the personal opinions of the members.¡±Citigroup set its policy in the wake of the school shooting in Parkland, Florida, where 17 people died. It directs clients, mainly in the retail industry, to restrict the sale of firearms to customers under 21 and to those who haven¡¯t passed a background check. It also bars the sale of bump stocks and high- capacity magazines. For those that don¡¯t agree, Citigroup said it would help move their business to another bank.Not long after Citigroup¡¯s move, Bank of America Corp. announced that it would no longer provide financing to companies that manufacture military-style weapons for civilian use. Both banks have been sharply criticized by Republican lawmakers who have warned them to stay out of social debates and stick to their core businesses like lending to consumers.Piwowar raised similar points with Citigroup and also reminded the bank that it had received billions of dollars in government aid during the financial crisis. An aide to the commissioner didn¡¯t return a call and email requesting comment. Piwowar, whose term expired this month, has announced that he will leave the agency by July 7.The letter to the inspector general was signed by Van Hollen along with Senators Kamala Harris and Dianne Feinstein of California, Christopher Murphy and Richard Blumenthal of Connecticut, and Robert Menendez of New Jersey."
"Powell's Puzzle, Draghi's Awkward Meeting, Aussie Wages: Eco Day","Welcome to Wednesday, Europe. Here¡¯s news from Bloomberg Economics to help get your day started:"
Stocks Drop as Fed Signals Steeper Path for Rates: Markets Wrap,"U.S. stocks finished lower as the Federal Reserve struck a somewhat hawkish tone in its latest policy statement. Treasuries fell, while the dollar retreated after spiking to session highs. Other major currencies fluctuated as investors absorbed the first of three big central bank reports this week.The Federal Open Market Committee on Wednesday raised rates and signaled it may pick up the pace of increases this year as unemployment falls and inflation flirts with target levels. Ten-year Treasury yields briefly crossed the 3 percent threshold after the announcement. The S&P 500 Index closed near its low for the day.¡°The FOMC is now signaling two more hikes this year and has dropped its increasingly stale signal to markets that rates will remain for some time below those levels expected in the long term,¡± James McCann, global economist at Aberdeen Standard Investments, said in a note. ¡°This shift reflects the robust domestic growth backdrop, which is being fermented by a late-cycle fiscal stimulus.¡±Fed Chairman Jerome Powell told reporters that unemployment and inflation are both low, and that raising rates too slowly or quickly could be harmful. He added that the bank won¡¯t over-react to inflation levels above 2 percent. Powell also announced he would hold press conferences at every Fed meeting starting in January.The euro dropped after the Fed decision only to recover to session highs. The pound also erased losses from a post-Fed swoon. The European Central Bank will decide rates on Thursday -- no change is expected but investors will be braced for news on a potential end to the region¡¯s quantitative-easing program. The Bank of Japan reports Friday.¡°From the ECB standpoint, the gross numbers in 2018 are not as good as the numbers were in 2017,¡± John Lynch, chief investment strategist for LPL Financial, said by phone. ¡°So I¡¯m wondering if it¡¯s impatience on the part of investors as opposed to a fundamentally driven necessity to remove accommodation.¡±Scott Minerd, Guggenheim global CIO, reacts to the Federal Reserve¡¯s decision to raise rates.Gold and copper advanced, while Bitcoin looked headed for a fourth straight day of declines. West Texas crude jumped after EIA reported an unanticipated draw on U.S. oil supplies.Earlier, technology companies outperformed as the Stoxx Europe 600 Index advanced, though gains were tempered by a decline in telecom shares. In Asia, Japanese shares rose as the yen fell slightly, while equities fell in Hong Kong and Australia. Chinese shares also retreated, with ZTE Corp. plunging by its daily limit after it agreed to a $1 billion fine.These are some key events to watch this week:And these are the main moves in markets:¡ª With assistance by Andreea Papuc, Richard Jones, and Samuel Potter"
Another Medtech Stock Has Quietly Slipped Into Lead in S&P; 500,"Move over Netflix Inc. and Twitter Inc., there¡¯s a new top stock in town.Abiomed Inc. investors celebrated as the stock more than tripled over the last year. That party may not be over after it replaced Wyndham Worldwide Corp. in the Standard & Poor¡¯s 500 Index last month. The heart support pump maker¡¯s run-up has been a long time coming, and its recent rally is unlikely to end here, according to Jefferies analyst Raj Denhoy. Shares climbed as much as 3.4 percent today, extending a three-day advance to another record high.¡°There aren¡¯t a lot of alternatives that physicians have to this technology and there¡¯s really no competition,¡± Denhoy, who boasts a Street-high target of $460, said in a telephone interview. ¡°There are few, if any, medical device stories that have all of the facets that Abiomed does.¡±The device-maker, now with a $19 billion market capitalization, has long been regarded as a takeout target, given a differentiated product that remains years ahead of potential competition. That view continues to prevail, Denhoy said. ¡°But the valuation is pretty high so an acquirer would have to make the case that the opportunity is as enormous and open-ended as we think it is.¡±Abiomed may continue the trend of medical device and technology companies overtaking the top spot in the S&P 500 after Align Technology Inc. topped the index in 2017. For a health sub-sector that tends to be less flashy than peers in biotechnology or pharmaceuticals, it has delivered a number of the best performers in the Standard and Poor¡¯s 500 Health Care Index this year -- including Idexx Laboratories Inc. and Boston Scientific Corp."
Carlsberg Plans Local Listing for Indian Operations,"Carlsberg A/S is planning a local initial public offering of its Indian business, people with knowledge of the matter said, as it seeks to tap the growing middle class¡¯s increasing thirst for foreign beer.The Danish brewer is interviewing potential arrangers for the share sale over the next few weeks, according to the people, who asked not to be identified because the information is private.India¡¯s beer market is expected to grow to $10.7 billion by 2020, up from $8.6 billion last year, according to Euromonitor International. Carlsberg ranks third in the country with a 13.7 percent market share, the research firm¡¯s data show. It trails Kingfisher owner United Breweries Ltd., which has 39.2 percent, and Budweiser parent Anheuser-Busch InBev NV, which has 23.3 percent.¡°This is a well-timed move, and we are expecting Carlsberg to price this issue aggressively,¡± said Kranthi Bathini, director of Mumbai-based financial advisory firm WealthMills Securities Pvt. ¡°Rising disposable incomes and changing attitudes toward alcohol among young urban consumers make this a good India consumption story that investors will lap up.¡±Carlsberg may be attracted by the high valuations in the Indian stock market, where United Breweries trades at about 73 times this year¡¯s estimated earnings, according to data compiled by Bloomberg. Shares of the Bengaluru-based company have risen 61 percent over the past 12 months, outpacing the 15 percent gain in the benchmark S&P BSE?Sensex. Diageo Plc¡¯s local unit, whiskey producer United Spirits Ltd., trades at 63 times forecast profit.Any deal will add to the $3.9 billion raised through IPOs in India this year, up from $2.2 billion during the same period in 2017, Bloomberg-compiled data show. Exact details of Carlsberg¡¯s potential India offering haven¡¯t been set yet, and there¡¯s no certainty the deliberations will lead to a transaction, the people said.A representative for Carlsberg declined to comment.Carlsberg started operations in 2007 in India, where it sells five types of beer under the Carlsberg and Tuborg brands, according to its website. It finalized the building of its eighth brewery in the country, located in the southwestern state of Karnataka, at the end of last year, according to its annual report.The company¡¯s India sales volume rose more than 30 percent in the quarter ended March from a year earlier, rebounding from a dip caused by the government¡¯s ban on alcohol sales along highways, Chief Financial Officer Heine Dalsgaard said on an analyst call last month. Carlsberg¡¯s Tuborg lagers accounted for 81 percent of its net revenue in India last year, according to its 2017 annual report.¡ª With assistance by Candice Zachariahs, and Thomas Buckley"
